itemCollection_Mechs_Starting_Militia_V,,,
vehicledef_CARRIER_LRM_Primitive,Mech,1,1
vehicledef_CARRIER_SRM_Primitive,Mech,1,1
vehicledef_CARRIER_AC2_Primitive,Mech,1,1
vehicledef_CARRIER_RIFLE_PRIMITIVE,Mech,1,1
vehicledef_CARRIER_RL_PRIMITIVE,Mech,1,1
vehicledef_CARRIER_LIGHT_RL_PRIMITIVE,Mech,1,1
vehicledef_CANDIRU_PRIMITIVE,Mech,1,1
vehicledef_IZULA_PRIMITIVE,Mech,1,1
vehicledef_IZULA_2_PRIMITIVE,Mech,1,1
vehicledef_XANCUDO_PRIMITIVE,Mech,1,1
vehicledef_TARANTULA_PRIMITIVE,Mech,1,2
vehicledef_APC_NOTABRADLEY_PRIMITIVE,Mech,1,2
vehicledef_BATTLEBUS_PRIMITIVE,Mech,1,1
vehicledef_COBRA_ARV,Mech,1,2
vehicledef_CHARIOT_PRIMITIVE,Mech,1,2
vehicledef_COLOSPECIAL_RIFLE_PRIMITIVE,Mech,1,1
vehicledef_Hummingbird,Mech,1,2
vehicledef_Bullfinch,Mech,1,2
vehicledef_Petard,Mech,1,2
vehicledef_TunguskaAA,Mech,1,2
vehicledef_TunguskaAAII,Mech,1,2
vehicledef_TECHNICAL_SMALL_PRIMITIVE,Mech,1,1
vehicledef_TECHNICAL_ROCKET_MEDIUM_PRIMITIVE,Mech,1,1
vehicledef_TECHNICAL_ROCKET_LARGE_PRIMITIVE,Mech,1,1
vehicledef_TECHNICAL_MORTAR_LARGE,Mech,1,1
vehicledef_TECHNICAL_MEDIUM_PRIMITIVE,Mech,1,1
vehicledef_TECHNICAL_LARGE_PRIMITIVE,Mech,1,1
vehicledef_TECHNICAL_CHEMLASER_MEDIUM_PRIMITIVE,Mech,1,1
vehicledef_Copperhead,Mech,1,2
vehicledef_Copperhead_CH-2,Mech,1,2
vehicledef_Copperhead_CH-3,Mech,1,2
vehicledef_CopperheadII_CH-1,Mech,1,2
vehicledef_CopperheadII_CH-2,Mech,1,2
vehicledef_CopperheadII_CH-3,Mech,1,2
vehicledef_SCIMITAR_PRIMITIVE,Mech,1,2
vehicledef_FIRETRUCK_ACID-2,Mech,1,1
vehicledef_FIRETRUCK_FIRE-2,Mech,1,1
vehicledef_FIRETRUCK_OIL-2,Mech,1,1
vehicledef_FIRETRUCK_PAINT-2,Mech,1,1
vehicledef_JEdgar_PRIMITIVE-2,Mech,1,1
vehicledef_MOBILEHQ,Mech,1,1
vehicledef_MOBILEHQ_LRM,Mech,1,1
vehicledef_MOBILEHQ_LL,Mech,1,1
vehicledef_SAVANNAHMASTER,Mech,1,1
